1.000000	-0.000474	0.000316	-0.001987	-0.000097	-0.000885	-0.000805	0.000636	-0.000908	0.000081	0.000008	0.000812	-0.001183	-0.001621	-0.001783	-0.000228	-0.000644	0.000683	0.000137	0.000089	0.000225	0.000958	-0.000205	0.001092	-0.000354	-0.000849	-0.000783	0.000595	-0.000026	0.000150	-0.000700	-0.000272	-0.000373	-0.001432	0.000770	0.000655	0.000272	-0.000174	-0.000576	-0.000134	0.000112	-0.000092	0.000397	0.000010	-0.001383	-0.000154	0.000345	0.001091	0.000756	-0.000125	0.001314	-0.000194	0.000228	0.000667	0.001576	-0.000480	0.001048	-0.000980	0.001486	0.000263	-0.000480	-0.001212	0.001531	0.000441	-0.000976	0.000668	0.001346	0.000470	0.000388	0.002054	0.001028	0.000391	0.002119	0.000920	0.000062	0.001382	0.000946	0.001362	0.000584	0.000409	-0.000513	0.002040	0.001202	-0.000763	0.000354	-0.000577	0.001468	-0.000686	0.000613	0.000605	0.000218
-0.000474	1.000000	0.739186	0.281682	0.713830	0.297750	0.771048	0.515072	0.221537	0.798562	0.705653	0.221268	0.530689	0.110488	0.002140	0.784082	0.172555	0.633605	0.718119	0.716676	0.765396	0.799786	0.749175	0.591649	0.552426	0.706008	0.773301	0.790947	0.799185	0.795084	0.604005	0.687932	0.740514	0.745618	0.511022	0.751298	0.575843	0.780701	0.581331	0.731794	0.782596	0.803293	0.638033	0.794190	0.023360	0.484561	0.015922	0.399180	0.158883	0.377658	-0.246580	0.267502	0.049305	-0.182329	0.182076	0.158095	-0.191368	0.154679	0.170323	-0.207957	-0.053860	0.256993	-0.129399	0.501438	0.030143	0.105173	0.245728	-0.123672	-0.279896	0.148070	-0.098905	0.216701	0.336415	0.147299	0.392403	-0.349717	0.292087	0.240232	0.387292	-0.163854	-0.152522	0.004229	-0.026147	0.017057	0.089801	0.160882	0.124239	0.221745	0.063925	-0.211821	0.032084
0.000316	0.739186	1.000000	0.399677	0.708484	0.388380	0.724790	0.557447	0.319102	0.752634	0.629555	0.303587	0.584408	0.215348	0.105340	0.674030	0.265239	0.551575	0.670622	0.606135	0.676246	0.730252	0.636994	0.500815	0.423941	0.609819	0.665928	0.720751	0.703529	0.710988	0.468424	0.580787	0.715666	0.643169	0.381735	0.703438	0.609289	0.683667	0.600290	0.618524	0.679470	0.691184	0.520644	0.673967	-0.073276	0.363398	0.042565	0.405335	0.229415	0.360546	-0.222378	0.276062	0.035544	-0.182386	0.193409	0.155487	-0.125532	0.250301	0.287076	-0.128520	0.017821	0.307956	-0.134883	0.410996	0.044992	0.109257	0.232157	-0.140752	-0.311619	0.171808	-0.116895	0.204349	0.331342	0.144072	0.359125	-0.315849	0.283303	0.282092	0.406755	-0.180459	-0.096918	0.050551	0.024744	-0.060642	0.146871	0.179492	0.143951	0.231960	0.102035	-0.187365	0.083083
-0.001987	0.281682	0.399677	1.000000	0.489397	0.637331	0.404675	0.638267	0.627831	0.361129	0.105668	0.627132	0.601650	0.640188	0.584772	0.133716	0.675744	0.139050	0.356153	-0.035681	0.213528	0.362021	0.159754	0.125479	-0.229109	0.155534	0.116905	0.318520	0.237276	0.137102	-0.124633	-0.018549	0.471532	0.052401	-0.250684	0.203217	0.628187	0.141286	0.579888	-0.001791	0.135310	0.126722	-0.081753	0.077373	-0.522415	-0.238948	-0.101460	0.200804	0.468678	0.215190	0.103239	0.331426	0.150022	0.065074	0.182686	-0.143227	0.273005	0.389319	0.576222	0.397001	0.118767	0.588606	-0.408063	-0.151259	-0.184054	0.103902	0.138422	-0.415309	-0.538531	-0.078129	-0.404678	-0.163769	0.074762	-0.016690	0.071622	-0.315282	-0.079150	0.333354	0.151307	-0.459431	-0.164994	0.259930	0.080514	-0.047945	-0.027594	0.025380	-0.042998	0.127782	-0.064457	-0.308161	0.040338
-0.000097	0.713830	0.708484	0.489397	1.000000	0.485425	0.729625	0.642393	0.429720	0.736596	0.555745	0.435396	0.650841	0.348871	0.249688	0.621553	0.416805	0.492404	0.667044	0.499695	0.634114	0.729349	0.583726	0.449354	0.296211	0.545935	0.596679	0.699365	0.667749	0.631620	0.362790	0.500090	0.739842	0.563438	0.246490	0.621626	0.697066	0.624902	0.681362	0.519317	0.613185	0.625188	0.416396	0.595297	-0.197236	0.240059	-0.006228	0.414899	0.320205	0.421303	-0.100053	0.373184	0.128638	-0.068087	0.249732	0.083368	0.004267	0.301264	0.377315	0.017675	0.052610	0.439357	-0.249630	0.303724	-0.017835	0.146302	0.271504	-0.251101	-0.426827	0.101411	-0.227404	0.114626	0.313357	0.128570	0.353549	-0.390356	0.205614	0.346160	0.391512	-0.305364	-0.130644	0.156233	0.056729	0.001257	0.084571	0.162228	0.111122	0.255108	0.048518	-0.278548	0.067664
-0.000885	0.297750	0.388380	0.637331	0.485425	1.000000	0.414456	0.668451	0.672359	0.383372	0.096829	0.681208	0.587244	0.636041	0.635915	0.133849	0.665510	0.150296	0.366898	-0.044956	0.217851	0.379297	0.178687	0.160373	-0.245711	0.187957	0.108278	0.338539	0.252784	0.133359	-0.132926	-0.031836	0.491070	0.041949	-0.255027	0.215600	0.668075	0.140091	0.623410	-0.021877	0.139798	0.130330	-0.095111	0.078114	-0.554264	-0.262755	-0.165962	0.116836	0.426171	0.197651	0.117881	0.315891	0.130309	0.074000	0.142007	-0.215752	0.267327	0.300234	0.520378	0.381223	0.048662	0.577186	-0.482179	-0.192042	-0.274152	0.064573	0.102576	-0.491312	-0.600633	-0.140568	-0.479672	-0.238138	0.015783	-0.083559	0.013488	-0.369291	-0.150376	0.272012	0.091388	-0.530696	-0.230573	0.223519	0.006454	-0.003003	-0.128352	-0.043373	-0.129005	0.059462	-0.151700	-0.356324	-0.036806
-0.000805	0.771048	0.724790	0.404675	0.729625	0.414456	1.000000	0.600428	0.357178	0.774487	0.623175	0.349015	0.602516	0.244598	0.151306	0.695446	0.300666	0.566228	0.684341	0.590532	0.704679	0.763047	0.656484	0.513834	0.391563	0.629876	0.680641	0.751242	0.732846	0.704789	0.465624	0.583001	0.762369	0.645390	0.360638	0.685244	0.666739	0.689817	0.647697	0.616022	0.693432	0.713438	0.508408	0.688728	-0.115982	0.338223	-0.009086	0.377343	0.238388	0.374612	-0.179211	0.309072	0.082796	-0.136127	0.204235	0.105958	-0.097762	0.216690	0.271966	-0.091102	-0.007810	0.351084	-0.220765	0.384258	-0.025873	0.111184	0.243146	-0.212812	-0.378468	0.116091	-0.180219	0.140580	0.310650	0.117546	0.354250	-0.377860	0.239347	0.286448	0.383890	-0.259854	-0.157859	0.066121	-0.002592	-0.008293	0.078200	0.140810	0.096586	0.222623	0.040464	-0.255067	0.049623
0.000636	0.515072	0.557447	0.638267	0.642393	0.668451	0.600428	1.000000	0.645487	0.574934	0.311155	0.638665	0.672978	0.560245	0.514234	0.340690	0.598327	0.338135	0.546916	0.176738	0.429019	0.585780	0.379748	0.321645	-0.048068	0.372904	0.340215	0.542617	0.460993	0.366401	0.064730	0.184154	0.673469	0.262378	-0.062215	0.422933	0.763925	0.353146	0.727918	0.214301	0.361364	0.361896	0.110301	0.309043	-0.470648	-0.082233	-0.150236	0.203084	0.389572	0.257982	-0.013177	0.328604	0.105225	-0.019390	0.152757	-0.142258	0.132338	0.275134	0.466536	0.213837	0.001970	0.543845	-0.459352	-0.005695	-0.239285	0.055827	0.135910	-0.466225	-0.597643	-0.080553	-0.440039	-0.145470	0.105764	-0.050366	0.110953	-0.421742	-0.033455	0.293558	0.188848	-0.509325	-0.254680	0.154796	-0.020175	-0.014334	-0.090922	-0.003699	-0.083284	0.098310	-0.125862	-0.364087	-0.026536
-0.000908	0.221537	0.319102	0.627831	0.429720	0.672359	0.357178	0.645487	1.000000	0.312198	0.031122	0.678809	0.555366	0.647000	0.649796	0.046320	0.664762	0.102500	0.311081	-0.123041	0.153750	0.316494	0.111277	0.112855	-0.318137	0.117675	0.035250	0.276341	0.175858	0.058897	-0.202726	-0.105275	0.440673	-0.035719	-0.319731	0.152582	0.638268	0.060205	0.595106	-0.093662	0.063782	0.051268	-0.174730	-0.006575	-0.596136	-0.331730	-0.205310	0.049652	0.419654	0.146278	0.144155	0.284953	0.125313	0.100260	0.107856	-0.261537	0.292185	0.282309	0.508010	0.416124	0.026282	0.564734	-0.505458	-0.266111	-0.321657	0.030094	0.058193	-0.526929	-0.621873	-0.191267	-0.517955	-0.307489	-0.042472	-0.133552	-0.057310	-0.371364	-0.213058	0.248376	0.026613	-0.561550	-0.250182	0.206297	-0.018635	-0.004036	-0.176258	-0.087870	-0.182376	0.018211	-0.202202	-0.367104	-0.063381
0.000081	0.798562	0.752634	0.361129	0.736596	0.383372	0.774487	0.574934	0.312198	1.000000	0.655035	0.300790	0.585931	0.198450	0.090899	0.736022	0.256556	0.588054	0.705513	0.651201	0.734052	0.787316	0.693949	0.538946	0.457950	0.662973	0.725760	0.773429	0.767996	0.749292	0.521888	0.629702	0.763485	0.688173	0.420388	0.719329	0.637854	0.735317	0.632883	0.667900	0.728375	0.750815	0.570992	0.735592	-0.063252	0.397737	0.017378	0.402697	0.212060	0.384553	-0.209365	0.305452	0.071438	-0.159317	0.206951	0.132399	-0.135268	0.197734	0.243071	-0.139664	-0.015069	0.315119	-0.179292	0.439675	0.003530	0.120409	0.252345	-0.174974	-0.344114	0.141849	-0.140733	0.192862	0.339814	0.141639	0.385303	-0.363058	0.273364	0.283045	0.406451	-0.217212	-0.139692	0.047412	0.005387	-0.003698	0.100559	0.160656	0.126394	0.239968	0.070061	-0.235123	0.063234
